id,name,address,city,state,code,country,phone,website
1283,Triple Rock Brewery,1920 Shattuck Avenue,Berkeley,California,94704,United States,1-510-843-2739,
1284,Triumph Brewing of New Hope,400 Union Square,New Hope,Pennsylvania,18938,United States,1-215-862-8300,http://www.triumphbrewing.com/
1285,Triumph Brewing of Princeton,138 Nassau Street,Princeton,New Jersey,8542,United States,1-609-924-7855,
1286,Troegs Brewing,800 Paxton Street,Harrisburg,Pennsylvania,17104,United States,1-717-232-1297,http://www.troegs.com/
1287,"Tropical Beverage (International) Co., Ltd","35 Soi Prommit, Sukumvit 39",Bangkok,,,Thailand,,http://www.tropbevco.com/
1288,Trout River Brewing,58 Broad Street,Lyndonville,Vermont,5851,United States,802) 656-9396,http://www.troutriverbrewing.com/
1289,Tsingtao,,Qingdao,Shandong,,China,,
1290,Tucher Bru,Schillerstrae 14,Nrnberg,Bayern,,Germany,49-(0)911-/-9776-0,
1291,Tui Brewery,State Highway 2,Mangatainoka,,,New Zealand,64-(06)-3767549,
1292,Tunner's Guild Brewing Systems,,Saint Paul,Minnesota,,United States,,
1293,Tuppers Hop Pocket Ale,6404 Redwing Road,Bethesda,Maryland,20817,United States,1-301-229-2027,
1294,Tustin Brewing,13011 Newport Avenue #100,Tustin,California,92780,United States,1-714-665-2337,
1295,Twin Ports Brewing,,Superior,Wisconsin,,United States,,
1296,Twin Rivers Brewing,104 North Lewis Street,Monroe,Washington,98272,United States,1-360-794-4056,
1297,Twisted Pine Brewing Company,3201 Walnut Street Ste A,Boulder,Colorado,80301,United States,303.786.9270,http://www.twistedpinebrewing.com/
1298,Two Brothers Brewing,30 Butterfield Road,Warrenville,Illinois,60555,United States,1-800-451-6348,http://www.twobrosbrew.com/
1299,Two Dogs Beverage Company,272 Plandome Road,Manhasset,New York,11030,United States,1-516-869-6568,
1300,TwoRows Restaurant & Brewery - Dallas,5500 Greenville Avenue #1300,Dallas,Texas,75206,United States,1-214-696-2739,
1301,Tyranena Brewing,1025 Owen Street,Lake Mills,Wisconsin,53551,United States,1-920-648-8699,http://www.tyranena.com
1302,Tyskie Browary KsiÃ„â€¦Ã…Â¼Ã„â„¢ce,Mikolowska 5,Tychy,,,Poland,48-32-327-81-00,http://www.tyskie.pl/
1303,Uerige Obergrige Hausbrauerei,Bergerstrae 1,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-86699-0,
1304,Uinta Brewing Compnay,1722 South Fremont Drive (2375 West),Salt Lake City,Utah,84104,United States,1-801-467-0909,http://www.uintabrewing.com/
1305,Ukiah Brewing,102 South State Street,Ukiah,California,95482,United States,1-707-468-5898,
1308,Unicer,,,,,Portugal,,http://www.unicer.pt
1309,Union Barrel Works,6 N. Reamstown Road,Reamstown,Pennsylvania,17567,United States,717-335-7837,http://www.unionbarrelworks.com/
1310,Union Colony Brewery,,Greeley,Colorado,,United States,,
1311,Unionsbru Haidhausen,Einsteinstrae 42,Mnchen,Bayern,,Germany,49-(0)89-/-477677,
1312,United Breweries Limited,1/1 Vittal Mallya Road,Bangalore,,,India,91-80-22441,
1313,Upland Brewing,350 West Eleventh Street,Bloomington,Indiana,47404,United States,1-812-336-2337,http://www.uplandbeer.com
1314,Upper Mississippi Brewing,,Clinton,Iowa,,United States,,
1315,Upstream Brewing Company at Legacy,17070 Wright Plaza,Omaha,Nebraska,68130,United States,1-402-778-0100,
1316,Upstream Brewing Old Market,514 South Eleventh Street,Omaha,Nebraska,68102,United States,1-402-344-0200,http://www.upstreambrewing.com/
1317,Ushers of Trowbridge,,Trowbridge,Wiltshire,,United Kingdom,,
1318,Utah Brewers Cooperative,1763 South 300 West,Salt Lake City,Utah,84115,United States,1-801-466-8855,http://www.utahbeers.com/
1319,Utenos Alus,Pramons gatv 12,Utena,,,Lithuania,370-39-69-023,
1320,Valley Brewing Company,1950 W. Fremont St.,Stockton,California,95204,United States,(209) 464-2739,http://www.valleybrew.com/
1321,Valley Forge Brewing,,Wayne,Pennsylvania,,United States,,
1322,Van Honsebrouch,,Ingelmunster,,,Belgium,,
1323,Vancouver Island Brewing,2330 Government Street,Victoria,British Columbia,0,Canada,1-250-361-0007,
1324,Vermont Pub & Brewery,144 College St.,Burlington,Vermont,5401,United States,(802) 865-0500,http://www.vermontbrewery.com/
1325,VetterÃ¯Â¿Â½s Alt Heidelberger Brauhaus,Steingasse 9,Heidelberg,Baden-WÃƒÂ¼rttemberg,69117,Germany,,http://www.brauhaus-vetter.de
1326,Victory Brewing,420 Acorn Lane,Downingtown,Pennsylvania,19335,United States,1-610-873-0881,http://www.victorybeer.com
1327,Viking Brewing,234 Dallas Street West,Dallas,Wisconsin,54733,United States,1-715-837-1824,
1328,Vintage 50 Restaurant and Brew Lounge,50 Catoctin Ct. NE #100,Leesburg,Virginia,20176,United States,(703) 777-2169,http://www.vintage50.com/
1329,Vivungs Bryggeri,,Romakloster,,,Sweden,,
1330,"Voodoo Brewing Co.,LLC",215 1/5 Arch St.,Meadville,Pennsylvania,16335,United States,1-(412)-468-0295,http://www.voodoobrewery.com/
1331,vyturio Alaus Darykla,Kuli vart 7,Klaipda,,0,Lithuania,370-46-484-000,
1332,Wachusetts Brewing Company,175 State Road East,Westminster,Massachusetts,1473,United States,978-874-9965,http://www.wachusettbrew.com
1333,Wagner Valley Brewing,9322 State Route 414,Lodi,New York,14860,United States,1-607-582-6450,
1334,Wainwright Brewing,3410 Sassafras Street,Pittsburgh,Pennsylvania,,United States,1-412-692-1144,
1335,Walking Man Brewery,240 SW First Street,Stevenson,Washington,98648,United States,509.427.5520,http://www.walkingmanbrewing.com/
1336,Walldorff Brew Pub,105 East State Street,Hastings,Michigan,49508,United States,269 945-4400,http://walldorffbrewpub.com/
1337,Warsteiner Brauerei,Domring 4-10,Warstein,Nordrhein-Westfalen,,Germany,49-(0)2902-/-880,
1338,Watch City Brewing,256 Moody Street,Waltham,Massachusetts,2453,United States,1-781-647-4000,
1339,Water Street Brewery,1101 North Water Street,Milwaukee,Wisconsin,53202,United States,1-414-272-1195,
1340,Water Street Lake Country,3191 Golf Road,Delafield,Wisconsin,53018,United States,1-262-646-7878,
1341,Water Tower Brewing,,Eden Prairie,Minnesota,55344,United States,1-952-941-8773,
1342,Watney Brewery,,London,London,,United Kingdom,,
1343,Watson Brothers Brewhouse,,Blue Ash,Ohio,,United States,,
1344,Wdi-Bru-Huus,Florhofstrasse 13,Wdenswil,,,Switzerland,41-01-783-93-92,
1345,Weeping Radish Restaurant and Brewery - Manteo,525 N Virginia Dare Road,Manteo,North Carolina,27954,United States,1-800-896-5403,
1346,Weinkeller Brewery - Berwyn,,Berwyn,Illinois,,United States,,
1347,Weissbierbrauerei Hopf,Schtzenstrae 8-10,Miesbach,Bayern,,Germany,49-(0)8025-/-2959-0,
1348,Wells and (&) Youngs Brewing Company Ltd.,,,,,United Kingdom,,http://www.bombardier.co.uk/bombardier
1349,WernesgrÃƒÂ¼ner Brauerei,Bergstrae 4,Steinberg/Sachsen,Sachsen,,Germany,49-(0)37462-/-61-0,http://www.wernesgruener.de/
1350,WernesgrÃƒÂ¼ner Brauerei GmbH,,"Steinberg-WernesgrÃƒÂ¼n, Germany",,,Germany,,http://www.wernesgruener.de/
1351,Western Reserve Brewing,,Cleveland,Ohio,,United States,,
1352,Weyerbacher Brewing Company,905 Line Street,Easton,Pennsylvania,18042,United States,1.610.559.5561,http://www.weyerbacher.com/
1353,WH Brakspear & Sons,,Henley-on-Thames,Oxford,,United Kingdom,,
1354,Wharf Rat,206 W. Pratt St.,Baltimore,Maryland,21201,United States,410-244-8900,http://www.thewharfrat.com
1355,Whim Ales,Hartington,Buxton,Derby,,United Kingdom,44-(01298)-84991,
1356,Whitbread Beer Company,Porter Tun House,Luton,Bedford,,United Kingdom,44-(01582)-391166,
1357,White Marsh Brewing Company,8149 Honeygo Blvd,White Marsh,Maryland,21236,United States,410.931.PUBS,http://www.redbrickstation.com/
1358,White Oak Cider,18452 NE Ribbon Ridge Road,Newberg,Oregon,97132,United States,1-503-538-0349,
1359,White Winter Winery,7665 US Highway 2,Iron River,Wisconsin,54847,United States,1-800-697-2006,
1360,Whitstable Brewery,"Little Telpits Farm, Woodcock Lane",Maidstone,Kent,,United Kingdom,44-(01622)-851007,
1361,Widmer Brothers Brewing,929 North Russell Street,Portland,Oregon,97227,United States,1-503-281-2437,
1362,Wild Duck Brewing,,Eugene,Oregon,,United States,,
1363,"Wild Goose Brewery, LLC",4607 Wedgewood Blvd.,Fredrick,Maryland,21703,United States,(301) 694-7899,http://www.wildgoosebrewery.com/
1364,Wild Onion Brewing,,Lake Barrington,Illinois,,United States,,
1365,Wild River Brewing and Pizza - Cave Junction,249 North Redwood Highway,Cave Junction,Oregon,97523,United States,1-541-592-3556,
1366,William Kuether Brewing,,Clear Lake,Wisconsin,,United States,,
1367,Williams Brothers Brewing Company,New Alloa Brewery,Alloa,Scotland,,United Kingdom,44-(01259)-725511,
1368,Willoughby Brewing,4057 Erie Street,Willoughby,Ohio,44094,United States,1-440-975-0202,
1369,Wilmington Brewing,,Wilmington,North Carolina,,United States,,
1370,Wisconsin Brewing,,Wauwatosa,Wisconsin,,United States,,
1371,Wolf Pack Brewing,111 South Canyon Street,West Yellowstone,Montana,59758,United States,1-406-646-7727,
1372,Wolf Tongue Brewery,35 E. First St.,Nederland,Colorado,,United States,,
1373,Woodforde's Norfolk Ales,Woodbastwick,Norwich,Norfolk,,United Kingdom,44-(01603)-720353,
1374,Wrzburger Hofbru AG,Hchberger Strae 28,Wrzburg,Bayern,,Germany,49-(0)931-/-4109-0,
1375,Wychwood Brewery,The Eagle Maltings,Witney,Oxford,,United Kingdom,44-(01993)-890800,
1376,Wychwood Brewery Company Ltd,,,,,United Kingdom,,
1377,Wyder's Cider,255999 Eighth Street SW,Calgary,Alberta,0,Canada,1-510-832-4540,
1378,Wye Valley Brewery,Stoke Lacy HR7 4HG,Stoke Lacy,Hereford and Worcester,,United Kingdom,44-(01885)-490505,
1379,Wynkoop Brewing,1634 18th Street,Denver,Colorado,80202,United States,1-303-297-2700,http://www.wynkoop.com/
1380,Yakima Brewing and Malting / Grant's Ales,,Yakima,Washington,,United States,,
1381,Yaletown Brewing,1111 Mainland Street,Vancouver,British Columbia,0,Canada,1-604-688-0039,
1382,Yamhill Brewing,,Portland,Oregon,,United States,,
1383,Yards Brewing,2439 Amber Street,Philadelphia,Pennsylvania,19125,United States,1-215-634-2600,
1384,Marshall Wharf Brewing Company,2 Pinchy Lane,Belfast,Maine,4915,United States,207-338-1707,http://www.marshallwharf.com
1385,Youngs & Company Brewery,26 Osiers Road,London,,SW18 1NH,England,020 8875 7000,http://www.youngs.co.uk
1386,Zea Rotisserie and Brewery,1525 St. Charles Avenue,New Orleans,Louisiana,70130,United States,,http://www.zearestaurants.com
1387,Yegua Creek Brewing - Dallas,2920 North Henderson Ave,Dallas,Texas,75206,United States,214-824-2739,
1388,Yuengling & Son Brewing,310 Mill Creek Avenue,Pottsville,Pennsylvania,17901,United States,570-622-0153,http://www.yuengling.com
1389,York Brewery,12 Toft Green,York,,YO1 6JT,England,01904 621162,http://www.york-brewery.co.uk
1390,Yellowstone Valley Brewing,2123 1st Avenue North,Billings,Montana,59101,United States,406-245-0918,http://www.yellowstonevalleybrew.com
1391,Yazoo Brewing,910 Division St,Nashville,Tennessee,37203,United States,615-891-4649,http://www.yazoobrew.com
1392,Yuksom Breweries,,Malli,Sikkim,,India,91 03595-70205,
1393,Baxter Brewing,,Lewiston,ME,,United States,,
1394,Aviator Brewing Company,209 Technology Park Lane,Fuquay Varina,North Carolina,27526,United States,(919)567-BEER,http://www.aviatorbrew.com/
1396,Aspen Brewing Company,555 North Mill Street,Aspen,Colorado,81611,United States,,http://aspenbrewingcompany.com
1397,Tallgrass Brewing Co.,8845 Quail Lane,Manhattan,KS,66502,United States,785-537-1131,http://www.tallgrassbeer.com
1398,Half Acre Beer Company,4257 North Lincoln Avenue,Chicago,IL,60618,United States,,http://inyourguts.blogspot.com/
1399,New Jersey Beer Company,4201 Tonnelle Avenue,North Bergen,NJ,7047,United States,,http://www.njbeerco.com
1400,FINNEGANS,619 10th St. South,Minneapolis,Minnesota,55404,United States,,http://www.finnegans.org
1401,Half Pints Brewing Company,550 Roseberry Street,Winnipeg,Manitoba,,Canada,,http://www.halfpintsbrewing.com
1402,Warwick Valley Wine Co.,114 Little York Rd,Warwick,NY,10990,United States,(845) 258-4858,http://www.wvwinery.com
1403,The Nook Brewhouse,,,,,United Kingdom,,
1404,The St. Louis Brewrey,2100 Locust Street,St. Louis,MO,63103,United States,314-241-2337,http://http://www.schlafly.com
1405,Baltika Breweries,"6 Verkhny per., d. 3",St. Petersburg,,194292,Russia,(812)325-93-25,http://baltikabeer.com/
1406,Baltika Breweries,"6 Verkhny per., d. 3",St. Petersburg,,194292,Russia,(812)325-93-25,http://baltikabeer.com/
1407,Catawba Valley Brewing Company,P.O. Box 1154,Glen Alpine,NC,28628,United States,828-430-6883,http://www.catawbavalleybrewingcompany.com/
1408,Walnut Brewery,1123 Walnut Street,Boulder,Colorado,80302,United States,(303) 447-1345,http://www.walnutbrewery.com/
1409,Columbus Brewing Company,525 Short St.,Columbus,OH,43215,United States,614-464-2739,www.columbusbrewingco.com
1410,Oso,1812 Post Road,Plover,WI,54467,United States,715-254-2163,http://www.osobrewing.com/Home.php
1411,Element Brewing Company,30 Bridge St,Millers Falls,MA,1349,United States,413-835-6340,http://www.elementbeer.com
1412,Cains,Robert Cain Brewery,Liverpool,Merseyside,L8 5XJ,United Kingdom,1517098734,http://www.cains.co.uk/
1413,Wedge Brewery,125B Roberts St,Asheville,NC,28801-3128,United States,828-505-2792,http://wedgebrewing.com/
1414,Black Creek Historic Brewery,Black Creek Pioneer Village,Toronto,Ontario,M3J 2P3,Canada,416 736-1733,http://www.blackcreekbrewery.ca/
1415,Hertog Jan,Kruisweg 44,Arcen,,5944 EN Arcen,Netherlands,,http://www.hertogjan.nl/site/
1416,Brewery Vivant,925 Cherry Street SE,Grand Rapids,MI,49506,United States,616 719 1604,http://breweryvivant.com
1417,Oakshire,,Eugene,Or,,United States,,
1418,Oakshire,,Eugene,Or,,United States,,
1422,Abhi Brewery,,,,,India,,
1423,Brasserie du Bouffay,54 Rue des Monceaux,Carquefou,,44470,France,,
